video_id,title,channel_id,channel_title,description
YqeW9_5kURI,Major Lazer &amp; DJ Snake - Lean On (feat. MØ) (Official Music Video),UCMJ5Qf3sOvQpcYiai1Noa3Q,Major Lazer Official,"Major Lazer & DJ Snake - Lean On (feat. MØ) (Official Music Video) ""India is special and its beauty absolutely humbled me."
nfWlot6h_JM,Taylor Swift - Shake It Off,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,Exclusive Merch: https://store.taylorswift.com ▻Follow Taylor Swift Online Instagram: http://www.instagram.com/taylorswift ...
e-ORhEE9VVg,Taylor Swift - Blank Space,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,Exclusive Merch: https://store.taylorswift.com ▻Follow Taylor Swift Online Instagram: http://www.instagram.com/taylorswift ...
YQHsXMglC9A,Adele - Hello (Official Music Video),UComP_epzeKzvBX156r6pm1Q,AdeleVEVO,"Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM Pre-order Adele's new album ""30"" before its release on November 19: ..."
kffacxfA7G4,Justin Bieber - Baby ft. Ludacris,UCHkj014U2CQ2Nv0UZeYpE_A,JustinBieberVEVO,REMASTERED IN HD! UP TO 4K! Official Music Video for Baby performed by Justin Bieber (ft. Ludacris). Follow Justin Instagram: ...
k2qgadSvNyU,Dua Lipa - New Rules (Official Music Video),UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,"The official music video for Dua Lipa - New Rules Taken from her self-titled debut studio album released in 2017, which featured ..."
papuvlVeZg8,Clean Bandit - Rockabye (feat. Sean Paul &amp; Anne-Marie) [Official Video],UCvhQPdeTHzIRneScV8MIocg,Clean Bandit,Listen to our new song Don't Leave Me Lonely https://cleanbandit.lnk.to/dont-leave-me-lonelyIN Click here to subscribe: ...
pXRviuL6vMY,twenty one pilots: Stressed Out [OFFICIAL VIDEO],UClVrJwcIy7saPcGc1nct80A,Fueled By Ramen,"twenty one pilots' music video for 'Stressed Out' from the album, Blurryface - available now on Fueled By Ramen. Vessel 10th ..."
5GL9JoH4Sws,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,UC09d82usokACH1z5YeKnfiA,FifthHarmonyVEVO,Work from Home” by Fifth Harmony feat. Ty Dolla $ign Listen to Fifth Harmony: https://FifthHarmony.lnk.to/listenYD Watch more ...
kOkQ4T5WO9E,"Calvin Harris, Rihanna - This Is What You Came For (Official Video) ft. Rihanna",UCaHNFIob5Ixv74f5on3lvIw,CalvinHarrisVEVO,Calvin Harris & Disciples - This Is What You Came For (ft. Rihanna) (Official Video) Stream Calvin Harris here: ...
fLexgOxsZu0,Bruno Mars - The Lazy Song (Official Music Video),UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official music video for Bruno Mars' ""The Lazy Song"" from the album 'Doo-Wops and Hooligans''. Stream: ..."
2vjPBrBU-TM,Sia - Chandelier (Official Video),UCmKdSrwf1e8coqAzUsrVHZw,SiaVEVO,"Sia's official music video for ""Chandelier"" Listen to more by Sia: https://sia.lnk.to/listenYD Watch more Sia videos: ..."
7PCkvCPvDXk,Meghan Trainor - All About That Bass (Official Video),UCf3cbfAXgPFL6OywH7JwOzA,MeghanTrainorVEVO,All About That Bass” by Meghan Trainor Listen to Meghan Trainor: https://MeghanTrainor.lnk.to/listenYD Watch more Meghan ...
7wtfhZwyrcc,Imagine Dragons - Believer (Official Music Video),UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,"Watch the Official Music Video for ""Children of the Sky (a Starfield song)”, out now: https://imaginedragons.lnk.to/COTSVideo Get ..."
ixkoVwKQaJg,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)",UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,Stream and download Taki Taki - https://djsnake.lnk.to/TakiTaki Music video directed by Colin Tilley.
PIh2xe4jnpk,MAGIC! - Rude (Official Video),UCoJ7iJz1vKwUqiaroO167sA,ournameismagicVEVO,"Don't Kill the Magic”, the debut album from MAGIC!, Available Now on iTunes: http://smarturl.it/DKTMiTunes?IQid=yt Follow Magic!"
rYEDA3JcQqw,Adele - Rolling in the Deep (Official Music Video),UComP_epzeKzvBX156r6pm1Q,AdeleVEVO,"Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM Pre-order Adele's new album ""30"" before its release on November 19: ..."
rtOvBOTyX00,Christina Perri - A Thousand Years [Official Music Video],UC2gMECGMn5TVbRN5S5tKb8Q,Christina Perri,2011 WMG the official music video of “a thousand years” buy/listen to 'a thousand years': ...
34Na4j8AVgA,The Weeknd - Starboy ft. Daft Punk (Official Video),UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,Starboy ft. Daft Punk (Official Video) Taken from the new album Starboy http://theweeknd.co/StarboyYD Connect with The ...
lWA2pjMjpBs,Rihanna - Diamonds,UC2xskkQVFEpLcGFnNSLQY0A,RihannaVEVO,Get Rihanna's eighth studio album ANTI now: Download on TIDAL: http://smarturl.it/downloadANTI Stream on TIDAL: ...
PMivT7MJ41M,Bruno Mars - That’s What I Like [Official Music Video],UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official music video for Bruno Mars' ""That's What I Like"" from the album '24K Magic'. Stream/Download: ..."
8UVNT4wvIGY,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],UCFC9LamNMmLioW643VZ40OA,gotyemusic,"The official music video for “Somebody That I Used To Know” by Gotye, featuring Kimbra. From the album Making Mirrors. Get the ..."
hLQl3WQQoQ0,Adele - Someone Like You (Official Music Video),UComP_epzeKzvBX156r6pm1Q,AdeleVEVO,"Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM Pre-order Adele's new album ""30"" before its release on November 19: ..."
tt2k8PGm-TI,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,UCy5FUarBYUHFpPtYVuvzgcA,ZaynVEVO,"ZAYN's ""Dusk Till Dawn"" ft. Sia on iTunes: http://smarturl.it/ZDTD/itunes?IQid=yt Stream/Add on Spotify: ..."
fKopy74weus,Imagine Dragons - Thunder,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,"Watch the Official Music Video for ""Children of the Sky (a Starfield song)”, out now: https://imaginedragons.lnk.to/COTSVideo ..."
YykjpeuMNEk,Coldplay - Hymn For The Weekend (Official Video),UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,Coldplay - Hymn For The Weekend is taken from the album A Head Full of Dreams released in 2015 Subscribe for more content ...
5qm8PH4xAss,50 Cent - In Da Club (Official Music Video),UC0sL86jDLgs2fGRD-XBnPQA,50CentVEVO,CELEBRATING ONE BILLION VIEWS!! REMASTERED IN HD! UP TO 4K!! Get your 50 Cent & G-Unit Merch here: ...
LjhCEhWiKXk,Bruno Mars - Just The Way You Are (Official Music Video),UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official music video for Bruno Mars' ""Just The Way You Are"" from the album 'Doo-Wops & Hooligans'. Directed by Ethan Lader ..."
QK8mJJJvaes,MACKLEMORE &amp; RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),UCXYRdIXDdeZIf816EWAr5zQ,Macklemore,The Heist physical deluxe edition: http://www.macklemoremerch.com The Heist digital deluxe on iTunes: ...
YVkUvmDQ3HY,Eminem - Without Me (Official Music Video),UC20vb-R_px4CguHzzBPhoyQ,EminemVEVO,CELEBRATING ONE BILLION VIEWS!!! REMASTERED IN HD! iTunes: http://smarturl.it/WithoutMe Amazon: ...
L3wKzyIN1yk,Rag&#39;n&#39;Bone Man - Human (Official Video),UCemsMvkKR1VDm5xtupQ9kyg,RagnBoneManVEVO,Official music video for Rag'n'Bone Man's 'Human' Track: Human – Rag'n'Bone Man: https://bit.ly/RnBMHuman ...
1G4isv_Fylg,Coldplay - Paradise (Official Video),UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,Coldplay - Paradise is taken from the album Mylo Xyloto released in 2011 Subscribe for more content from Coldplay: ...
JRfuAukYTKg,David Guetta - Titanium ft. Sia (Official Video),UC1l7wYrva1qCH-wgqcHaaRg,David Guetta,Subscribe to be notified for new videos: https://davidguetta.lnk.to/YouTube Follow David Guetta: Instagram: ...
hTWKbfoikeg,Nirvana - Smells Like Teen Spirit (Official Music Video),UCzGrGrvf9g8CVVzh_LvGf-g,NirvanaVEVO,Official Music Video for Smells Like Teen Spirit performed by Nirvana. Nevermind (30th Anniversary Edition) is available now: ...
gdZLi9oWNZg,BTS (방탄소년단) &#39;Dynamite&#39; Official MV,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,BTS (방탄소년단) 'Dynamite' Official MV Credits: Director: Yong Seok Choi (Lumpens) Assistant Director: Jihye Yoon (Lumpens) ...
NGLxoKOvzu4,Jason Derulo - Swalla (feat. Nicki Minaj &amp; Ty Dolla $ign) [Official Music Video],UCe3yZzUwpmy2eKKmF9svX0Q,Jason Derulo,Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Official Music Video] Download/stream Swalla here: ...
qrO4YZeyl0I,Lady Gaga - Bad Romance (Official Music Video),UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,CHROMATICA” THE SIXTH ALBUM BY LADY GAGA OUT NOW http://smarturl.it/Chromatica “RAIN ON ME” THE NEW SINGLE ...
fJ9rUzIMcZQ,Queen – Bohemian Rhapsody (Official Video Remastered),UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,"REMASTERED IN HD TO CELEBRATE ONE BILLION VIEWS! Taken from A Night At The Opera, 1975. Click here to buy the DVD ..."
